//(x,y,z,usr)
(,,)
(1.9558502E-6,219.73769,-301.77548)
(-4.2788997E-6,283.16614,-259.99704)
(-1.034814E-5,281.36777,-261.94208)
(5.851434E-6,257.52347,-269.34048)
(-2.1472079E-6,261.88678,-265.09995)
(3.2154821E-6,254.96996,-253.21698)
(-2.8182874E-6,254.56894,-253.62009)
(6.2411345E-7,254.41882,-249.71432)
(-1.4883118E-5,251.59232,-252.5619)
(-2.6830091E-6,252.95172,-244.97917)
(-3.0867886E-6,252.2745,-245.6765)
(-3.7941118E-6,237.33086,-248.91016)
(-4.489811E-6,212.05333,-270.7685)
(-4.4288754E-7,260.44418,-212.00435)
(-1.0225922E-5,308.38275,-132.95532)
(-1.2564342E-5,245.33522,-212.9819)
(4.8301804E-6,323.94485,-24.706373)
(-6.77659E-6,260.3044,-186.71478)
(-2.895299E-6,150.68166,-282.69382)
(-1.3381214E-6,253.25455,-178.0605)
(6.5450417E-6,261.9592,-164.98708)
(-4.126632E-6,138.16011,-280.3039)
(6.650371E-6,110.49584,-292.31677)
(1.1924931E-6,163.64606,-264.14008)
(1.6975672E-6,165.84598,-262.76434)
(1.9314464E-5,182.8533,-252.13103)
(-1.7696583E-6,175.01884,-257.6311)
(-6.147593E-7,135.08138,-279.57062)
(-3.6354684E-6,149.18044,-272.30844)
(-7.385097E-8,143.07886,-274.87222)
(5.7494162E-6,206.78505,-230.79477)
(2.1729647E-6,256.57388,-174.16292)
(-4.494577E-6,95.56302,-295.00952)
(1.0362191E-5,203.39806,-238.31493)
(3.4101683E-6,221.09155,-221.99847)
(-2.8564682E-6,164.44328,-268.6481)
(2.2927707E-5,123.57107,-289.7302)
(-6.68515E-7,129.1724,-280.29428)
(4.953108E-7,167.08907,-259.48337)
(-6.1218816E-6,160.95117,-263.1197)
(-3.5875562E-6,170.3264,-257.15)
(4.042231E-6,147.12259,-271.80753)
(1.6530429E-6,155.96138,-266.83414)
(8.241441E-6,151.45601,-269.79074)
(5.2086943E-6,132.65823,-279.51352)
(1.4519537E-6,160.04659,-264.32913)
(-3.874302E-6,156.13182,-266.6602)
(-1.4828038E-6,148.0182,-271.22473)
(1.2623858E-5,140.02539,-275.43628)
(5.5256533E-6,150.0053,-270.4452)
(2.5257757E-6,155.72499,-267.19263)
(-3.4820002E-6,173.54308,-257.1819)
(-4.3399265E-7,139.5606,-277.09665)
(-5.6497807E-8,133.98488,-280.66077)
(1.7939601E-6,158.11473,-267.80994)
(-1.717126E-8,167.36414,-263.98773)
(3.720488E-6,155.7753,-270.9877)
(-5.7800207E-6,135.65263,-280.7701)
(1.6283593E-7,157.45534,-269.16916)
(8.667884E-6,215.97731,-224.94003)
(1.1419797E-5,216.91081,-224.03993)
(-1.4335545E-6,104.61303,-300.0113)
(8.643655E-7,71.61102,-309.55215)
(-8.151546E-6,47.992214,-325.37878)
(1.1428837E-5,38.17966,-326.6755)
(-5.0049493E-7,164.53522,-300.52286)
(7.46315E-6,165.96857,-299.73367)
(3.5267658E-6,231.85783,-252.0048)
(-9.852628E-6,225.58887,-242.62776)
(-3.936457E-6,206.29967,-259.22772)
(7.777053E-6,206.72888,-258.88562)
(-1.4374891E-5,212.2782,-250.73145)
(9.0311005E-6,219.31097,-243.97394)
(-9.2461045E-7,210.35765,-251.73442)
(-2.5464215E-6,208.04834,-253.64622)
(1.5721016E-5,213.21793,-249.96683)
(5.522888E-6,223.57802,-241.95062)
(7.4296254E-6,222.98657,-242.4959)
(1.34834045E-5,216.59888,-245.98302)
(3.0537738E-6,213.76654,-248.44836)
(-1.4363395E-5,211.81078,-251.44458)
(7.3738192E-6,213.43787,-250.06503)
(-9.9486715E-6,218.05803,-247.14355)
(4.1371095E-6,222.1566,-243.46597)
(1.2245437E-7,210.60672,-252.27563)
(3.1390298E-6,205.91302,-256.12103)
(1.1164066E-5,213.25186,-251.27843)
(9.033693E-6,219.26389,-246.05002)
(2.9165676E-6,282.65308,-205.4568)
(8.535716E-6,222.06232,-269.80283)
(7.155104E-6,225.55058,-260.97266)
(-4.355461E-6,236.58266,-251.01486)
(1.4779507E-5,233.4242,-242.1206)
(8.378265E-7,211.99583,-261.0882)
(6.531209E-6,234.6362,-258.3141)
(9.1869873E-7,226.34846,-265.60632)
(-9.703581E-6,259.00827,-232.49016)
(5.092461E-6,256.16858,-235.6154)
(-2.0928383E-6,215.57921,-253.44142)
(1.025197E-5,209.12341,-258.79404)
(9.387877E-6,204.50786,-259.17416)
(3.6122944E-6,228.65709,-238.14005)
(1.1725388E-6,226.9888,-240.37611)
(-9.154701E-6,210.69073,-254.78224)
(-1.5923433E-6,212.49596,-251.0478)
(9.048654E-6,209.15443,-253.83842)
(-2.9957482E-6,214.45918,-248.49548)
(-5.3085746E-6,214.49026,-248.46863)
(8.1343387E-7,211.33617,-252.31912)
(6.784958E-6,216.07451,-248.27351)
(3.1129457E-6,213.62964,-251.0763)
(-1.6336562E-5,212.1673,-252.31322)
(5.720649E-6,215.9407,-251.0718)
(1.0298318E-5,221.10527,-246.53581)
(-8.936695E-6,213.97534,-249.14937)
(2.7198982E-6,214.19543,-248.96016)
(-9.505438E-6,214.36919,-247.28638)
(-4.639787E-6,210.32217,-250.73741)
(-1.7759884E-6,215.81929,-248.11002)
(3.4973343E-6,213.06656,-250.47789)
(1.0863604E-5,216.69081,-248.31374)
(-6.4283995E-6,215.55812,-249.29773)
(6.057362E-6,214.9089,-249.49765)
(2.0198422E-6,219.81546,-245.18591)
(-9.768864E-6,213.96664,-250.70284)
(-8.537227E-6,213.94699,-250.7196)
(-8.176576E-6,224.9682,-251.61656)
(4.680187E-6,220.06427,-255.91667)
(1.2171986E-5,210.74467,-251.72557)
(-7.558264E-7,211.6096,-250.99902)
(-9.856576E-6,216.3942,-246.10805)
(1.2656382E-5,226.0406,-237.27898)
(-5.851889E-6,199.94522,-261.36133)
(4.728626E-6,204.91235,-257.48547)
(8.682837E-6,229.47632,-239.3182)
(-3.3402464E-6,219.60416,-248.40814)
(2.407378E-6,222.16318,-245.41403)
(-1.4718788E-5,216.62405,-250.31693)
(-5.5029523E-6,219.083,-248.29305)
(-5.2701216E-6,216.93304,-250.17365)
(6.805203E-6,227.76843,-241.99829)
(-7.112467E-6,224.28265,-245.23242)
(-1.2833625E-5,213.17252,-254.31786)
(8.702045E-6,223.6815,-245.12596)
(-1.1837109E-5,224.43181,-243.6171)
(-2.5196785E-5,220.59634,-247.09547)
(1.26386285E-5,237.29135,-232.22871)
(-1.217937E-5,207.77924,-258.96942)
(8.365532E-7,214.04907,-253.30956)
(1.2281089E-5,226.06177,-242.64972)
(-1.0819349E-7,219.671,-247.04547)
(8.952774E-6,223.66142,-243.43866)
(-9.438372E-7,224.84656,-243.05475)
(-3.5190894E-6,224.24371,-243.61107)
(1.0827644E-5,217.00974,-248.50562)
(-4.9982737E-6,226.10814,-240.2569)
(5.9411826E-7,217.42921,-249.29689)
(-8.343449E-6,221.23996,-245.92128)
(4.2645843E-6,220.32121,-246.0439)
(1.2183863E-5,217.9203,-248.17287)
(-1.8072933E-6,223.40608,-245.50452)
(1.4302004E-5,219.30281,-249.17664)
(2.4573092E-6,223.17596,-242.23784)
(-1.4335455E-6,217.46985,-247.37337)
(-1.7949824E-5,224.14293,-242.70885)
(-7.45742E-6,217.75424,-248.45663)
(1.5610129E-5,216.48798,-248.79599)
(-3.4749971E-6,228.88806,-237.43787)
(-6.523478E-6,222.12617,-242.80333)
(4.321373E-6,215.63785,-248.58362)
(-1.5287224E-5,232.6167,-232.2485)
(-2.085435E-6,226.11794,-238.58041)
(-1.8439458E-6,231.99594,-230.62444)
(-7.260205E-6,218.9139,-243.07701)
(4.7817593E-7,207.94482,-252.41095)
(-8.941352E-6,218.68451,-243.16544)
(-2.0618609E-6,220.04678,-243.27962)
(-1.3044337E-6,214.30443,-248.3529)
(-3.1056695E-6,233.51689,-232.26822)
(1.1313823E-5,215.41055,-249.15239)
(-6.1676838E-6,208.95045,-255.93533)
(5.0160447E-6,230.57146,-236.64314)
(5.5081905E-6,215.52415,-250.80724)
(-2.22768E-6,215.56607,-250.77115)
(3.1114175E-6,215.13506,-253.99318)
(2.3060418E-6,215.3663,-253.79713)
(-1.4796823E-5,229.90099,-260.59357)
(-7.092167E-6,240.28165,-251.05415)
(1.1273077E-5,256.33643,-253.63205)
(-1.4799298E-6,251.77611,-258.15958)
(2.9725925E-6,236.23166,-259.66034)
(1.0680087E-5,239.11287,-257.00958)
(-6.7972724E-6,229.3692,-255.49164)
(-1.0475196E-6,235.66702,-249.69427)
(-2.0276639E-6,237.1352,-244.75111)
(8.845381E-6,226.7272,-254.42271)
(-1.0509357E-5,244.69467,-246.56317)
(-1.0300573E-6,235.12231,-255.7076)
(1.5281621E-5,230.89809,-251.70105)
(,,,1)
(-2.6380164E-6,124.13645,55.82181,1)
(-2.6380164E-6,124.13645,55.82181,1)
(-1.0651655E-5,124.2673,55.529896,1)
(-2.2824122E-6,124.656654,53.770405,1)
(2.6846692E-7,124.144615,54.942207,1)
(6.497322E-6,121.11055,54.01845,1)
(4.264466E-6,108.57002,52.356384,1)
(-7.95765E-6,108.67923,52.129288,1)
(-2.7100623E-6,117.44913,64.51281,1)
(1.2832436E-6,113.889824,70.6067,1)
(-1.6181309E-6,107.68739,52.487125,1)
(-4.132346E-6,119.865005,45.983578,1)
(5.3341955E-6,110.440575,65.459816,1)
(2.3865275E-6,118.45123,84.16352,1)
(4.457182E-6,109.67517,72.36106,1)
(9.6861295E-6,112.244484,68.30768,1)
(5.8396727E-6,120.540665,46.872013,1)
(-2.6791645E-6,93.605446,49.937973,1)
(2.911761E-6,94.18858,48.82922,1)
(2.904062E-7,100.97292,32.561493,1)
(-3.2152568E-7,99.09308,37.899094,1)
(1.6908484E-6,115.52109,6.6134925,1)
(-4.4672433E-6,142.86664,-6.2298145,1)
(-3.7991526E-7,142.17982,-15.316006,1)
(-8.422102E-7,190.01338,21.738789,1)
(-6.6903895E-6,206.00139,19.072542,1)
(5.310403E-7,206.49483,12.656408,1)
(4.700358E-6,201.12077,32.664413,1)
(1.1494329E-6,200.40367,19.634321,1)
(4.4874323E-6,200.97444,12.5068445,1)
(3.7023153E-6,197.84749,36.898132,1)
(-2.673878E-6,197.5944,38.230175,1)
(-4.982792E-7,206.24982,25.464766,1)
(3.9933298E-7,200.07364,26.513248,1)
(3.8154813E-6,196.01974,29.665737,1)
(6.058695E-7,196.59738,25.559484,1)
(-5.3899385E-6,184.77597,37.909164,1)
(9.4245024E-7,185.2801,35.362923,1)
(-2.940875E-6,198.82372,27.88157,1)
(-8.090935E-6,200.16034,47.5688,1)
(6.0769867E-6,200.66994,45.371067,1)
(-5.8891374E-7,202.89915,39.87411,1)
(-7.773085E-6,203.22809,38.162243,1)
(-9.392363E-6,197.47984,37.124516,1)
(-4.8247507E-6,186.0422,48.058735,1)
(9.772689E-6,185.99677,48.234314,1)
(6.977858E-6,192.83383,30.982374,1)
(1.8037025E-6,196.18193,36.808968,1)
(-1.6498489E-6,194.85094,43.30566,1)
(-2.2901086E-6,200.54572,33.966152,1)
(5.409097E-6,201.43427,46.6413,1)
(-9.994584E-6,200.7866,49.35513,1)
(-2.0496816E-6,200.25168,41.284306,1)
(-6.151466E-6,199.41354,18.638342,1)
(-8.305088E-6,199.03648,22.307722,1)
(9.299363E-6,197.09122,39.135567,1)
(-1.9446127E-6,197.64201,36.251255,1)
(9.255778E-6,192.50002,37.732155,1)
(6.4196533E-6,192.02722,32.04674,1)
(-1.1624423E-7,191.22171,36.547146,1)
(2.0588225E-6,203.25359,37.666046,1)
(-6.803914E-6,196.9993,49.597115,1)
(-8.3218987E-7,198.03539,45.283356,1)
(-1.4337108E-6,187.00433,38.477154,1)
(5.4450793E-6,197.1422,10.898624,1)
(6.0531825E-6,197.42624,2.5930765,1)
(-1.195052E-6,202.13399,24.084286,1)
(1.2964875E-6,190.91226,70.64501,1)
(-7.118964E-6,170.50815,42.542152,1)
(1.3768152E-6,120.57302,94.23938,1)
(-8.385427E-8,132.11311,77.23365,1)
(1.2324847E-5,115.34224,62.70985,1)
(-8.822467E-6,128.53513,74.38543,1)
(7.2868143E-6,126.11863,78.41281,1)
(2.4746612E-6,123.01948,103.393005,1)
(-2.2927986E-6,122.02437,104.56565,1)
(8.060093E-6,152.06108,42.789738,1)
(-5.2088035E-6,157.14551,62.87926,1)
(1.1182328E-6,150.89554,76.675064,1)
(-3.516111E-6,172.56177,43.94484,1)
(1.2574697E-5,163.30896,52.721386,1)
(-1.013426E-6,164.45952,49.014545,1)
(4.1409453E-6,177.73572,54.931374,1)
(-1.1456799E-5,162.945,79.34129,1)
(3.139757E-6,166.12361,72.45054,1)
(-6.482892E-6,147.95996,48.118298,1)
(4.4065787E-6,139.51175,63.346073,1)
(4.151633E-6,141.27235,59.31594,1)
(-2.6107666E-6,133.49855,65.30458,1)
(-6.6291464E-6,132.95532,66.40365,1)
(9.208122E-7,140.44643,53.197685,1)
(-3.8940457E-6,128.78424,89.11171,1)
(5.586475E-6,127.68166,90.68446,1)
(-1.1215363E-5,134.69724,77.09157,1)
(,,,1)
(,,,1)
(-1.4997528E-5,234.42271,12.91576,1)
(1.6678432E-5,234.01503,18.915503,1)
(1.8942046E-6,220.71768,38.31214,1)
(1.3760314E-7,220.47632,39.677803,1)
(-7.410499E-6,197.6161,29.556017,1)
(-9.4777755E-7,189.96046,8.512847,1)
(4.4294825E-6,189.09224,20.039215,1)
(4.8464085E-6,194.72453,31.422646,1)
(4.7800063E-6,192.9321,22.903072,1)
(-4.3150712E-6,194.1997,5.8146954,1)
(-1.4347336E-5,192.30487,-4.1105814,1)
(1.8284192E-6,199.47134,32.10295,1)
(-7.190846E-7,199.50554,31.889595,1)
(2.1100504E-6,165.79889,25.851475,1)
(-5.5725272E-6,166.28809,22.490774,1)
(6.9645143E-6,179.5314,51.00743,1)
(4.723006E-6,168.16698,24.454916,1)
(-2.1465928E-6,169.74574,-8.035135,1)
(-1.0779135E-5,195.19957,13.218222,1)
(-6.178808E-6,198.5428,10.231517,1)
(-8.741896E-6,198.62787,-8.418804,1)
(9.068822E-7,194.2411,-2.2158198,1)
(5.701477E-6,199.58534,34.517006,1)
(-8.1576786E-7,199.70595,33.81242,1)
(-6.180943E-7,192.76273,8.830199,1)
(1.4059907E-6,211.90202,28.587519,1)
(1.4953501E-6,211.52513,31.254192,1)
(-6.420907E-6,221.59659,25.993528,1)
(7.7844825E-6,221.95865,22.695156,1)
(2.5988616E-6,216.11688,35.081303,1)
(-8.428227E-6,215.28015,33.92332,1)
(-1.1310863E-6,214.76784,37.02867,1)
(-9.443258E-6,219.583,37.31746,1)
(-3.923865E-6,215.39316,29.25485,1)
(3.706508E-6,215.62045,27.5291,1)
(-7.3572596E-6,209.05344,39.963497,1)
(1.0284148E-5,207.94922,45.36,1)
(1.2613346E-5,208.83173,41.10646,1)
(-5.916604E-7,203.36404,35.44944,1)
(-1.5639341E-6,204.4276,28.686728,1)
(-8.729249E-6,202.79669,25.266748,1)
(6.158749E-6,204.22975,28.67759,1)
(1.9464483E-6,204.70734,25.041803,1)
(,,,2)
(6.6150105E-6,207.07805,39.262993,1)
(3.3787342E-6,208.82552,17.750885,1)
(,,,2)
(,,,2)
(,,,2)
(1.3902982E-5,208.5649,20.588472,1)
(,,,2)
(-1.20627365E-5,201.45691,36.653923,1)
(,,,2)
(-8.6452055E-6,206.22792,24.307224,1)
(-8.539791E-6,282.2044,-262.1978,2)
(-6.175385E-6,205.59142,29.205652,1)
(-3.839304E-6,276.54642,-268.15884,2)
(-3.7071638E-6,210.24506,40.2543,1)
(3.1539E-6,277.05872,-260.163,2)
(2.8971936E-6,206.58289,56.097275,1)
(-7.71498E-6,277.34436,-259.8585,2)
(-3.201695E-6,200.627,9.534951,1)
(2.6496127E-6,274.47348,-254.34283,2)
(5.49584E-6,191.53575,37.638958,1)
(-7.4156554E-7,271.62885,-257.37863,2)
(-6.813966E-6,192.58067,31.864143,1)
(-1.0832954E-5,183.5978,42.717255,1)
(8.365323E-6,263.53525,-256.35135,2)
*(4.2416773E-6,194.73735,56.879715,1)
*(8.070438E-6,260.60672,-259.328,2)
*(8.567241E-6,199.90999,34.553257,1)
(-3.6369784E-6,268.6545,-249.5641,2)
(-5.98112E-6,176.08092,18.92265,1)
(-8.9852614E-7,264.71198,-253.742,2)
(3.180429E-6,162.5181,27.696758,1)
(-2.5530605E-6,276.78308,-252.4957,2)
(-5.7365833E-6,274.5364,-254.9366,2)
(3.589714E-6,162.94432,25.06792,1)
(3.9025508E-7,262.59256,-241.44725,2)
(6.55804E-6,156.41664,38.122704,1)
(-9.822286E-7,153.02539,50.02739,1)
(3.1927993E-6,263.21957,-240.7635,2)
(9.327899E-6,146.68922,-0.65013415,1)
(-5.4852626E-6,263.96417,-238.6069,2)
(-1.3737067E-5,154.27489,8.614235,1)
(1.9051548E-6,259.3728,-243.58998,2)
(8.413031E-6,153.6805,16.03927,1)
(-5.7374195E-6,262.39804,-243.72672,2)
(-1.2489477E-6,129.99562,26.042894,1)
(-1.8556966E-6,261.8956,-244.26653,2)
(3.4646891E-6,130.54381,16.692553,1)
(2.6229645E-6,261.58612,-241.80074,2)
(-2.7364877E-6,260.37286,-243.10669,2)
(-2.665471E-6,131.0854,11.702681,1)
(-2.6023915E-6,261.03204,-240.38577,2)
(2.1661367E-6,135.49825,2.995167,1)
(-1.0310978E-5,262.80515,-238.44614,2)
(3.3627325E-6,137.08989,3.882818,1)
(-6.341615E-6,267.0179,-243.03052,2)
(9.665348E-7,137.1161,-2.8087826,1)
(1.8425884E-6,138.96939,18.360544,1)
(1.1506327E-5,264.61237,-245.64757,2)
(-6.675491E-6,264.0164,-246.991,2)
(-8.612215E-6,137.1205,7.0287657,1)
(-9.563546E-6,265.8868,-244.97632,2)
(-1.2582915E-6,137.05856,8.147721,1)
(2.1003416E-6,263.28207,-243.10866,2)
(6.3921E-6,144.40149,17.152514,1)
(-1.4279403E-5,261.83286,-244.66878,2)
(4.56173E-6,140.51334,14.401789,1)
(8.720668E-6,141.1175,6.105078,1)
(9.08467E-6,260.71942,-240.49846,2)
(-3.806492E-6,141.25026,16.34578,1)
(-8.45539E-6,255.08504,-247.73553,2)
(2.7586066E-6,283.8928,-214.11702,2)
(6.6006896E-6,141.23148,16.507238,1)
(-1.0653712E-5,246.53552,-256.24496,2)
(3.5876358E-6,134.40817,22.121565,1)
(5.0511153E-6,268.80103,-229.8933,2)
(-5.3993244E-6,151.36198,-14.49761,1)
(8.038509E-6,150.95898,-18.221659,1)
(-2.783008E-6,245.47064,-254.65479,2)
(3.4797188E-6,143.8662,2.0826688,1)
(1.0286294E-6,247.26653,-256.35086,2)
(1.0575968E-6,165.21326,-17.81593,1)
(6.9729595E-7,294.7833,-199.89821,2)
(1.6055601E-5,269.3236,-227.91669,2)
(-6.9559746E-7,166.0838,5.3853445,1)
(3.6325184E-6,314.98743,-158.94688,2)
(-4.0089617E-7,245.15265,15.7873,1)
(1.6464583E-6,296.18198,-164.21577,2)
(-3.833688E-6,223.51823,59.115,1)
(1.6197737E-6,338.2632,16.386791,2)
(-1.6701347E-6,226.35866,47.082424,1)
(-5.588838E-6,172.34535,54.042812,1)
(1.2468995E-5,226.69353,-251.23125,2)
(,,,2)
(1.1235892E-5,157.53085,88.36049,1)
(-1.0362627E-5,182.73424,-284.80756,2)
(-3.934415E-6,235.92014,-272.4245,2)
(-3.934415E-6,235.92014,-272.4245,2)
(-3.4605864E-6,124.984985,74.41468,1)
(2.0571908E-6,135.78668,52.160995,1)
(-2.152483E-6,188.27519,-307.28784,2)
(2.55578E-6,198.1366,-301.0237,2)
(1.6896229E-6,259.37836,-232.83252,2)
(-2.9054331E-6,142.35648,29.890064,1)
(1.6896229E-6,259.37836,-232.83252,2)
(8.518109E-6,211.70361,-276.89282,2)
(8.518109E-6,211.70361,-276.89282,2)
(-9.765018E-6,134.70824,54.88608,1)
(-7.209655E-6,277.69287,-208.91025,2)
(1.5906527E-6,136.86111,49.273014,1)
(-9.279755E-6,240.60576,-250.73032,2)
(1.7763996E-5,175.67047,-299.82776,2)
(-1.0490976E-6,138.74242,43.695843,1)
(8.275019E-6,222.42146,-266.99338,2)
(-9.115993E-6,141.25067,34.74254,1)
(1.0847507E-5,302.95847,-174.07014,2)
(1.0847507E-5,302.95847,-174.07014,2)
(-2.5485133E-6,274.27847,-251.02644,2)
(-3.2147864E-6,129.02693,67.1628,1)
(-2.5485133E-6,274.27847,-251.02644,2)
(-2.5485133E-6,274.27847,-251.02644,2)
(1.2747478E-5,265.7401,-260.04822,2)
(1.2747478E-5,265.7401,-260.04822,2)
(-2.9820626E-6,133.27988,58.2689,1)
(6.946975E-6,281.64172,-242.73618,2)
(2.8732939E-6,104.97717,-15.261736,1)
(-1.980168E-5,253.58746,-271.91238,2)
(-1.980168E-5,253.58746,-271.91238,2)
(-1.980168E-5,253.58746,-271.91238,2)
(-2.188084E-5,270.11563,-234.14801,2)
(-2.188084E-5,270.11563,-234.14801,2)
(-4.633207E-6,104.95408,-15.419869,1)
(1.6703998E-5,352.57773,-58.96341,2)
(-1.9200234E-5,325.38214,-148.03445,2)
(-1.9200234E-5,325.38214,-148.03445,2)
(3.1387617E-6,104.15334,-20.129782,1)
(-8.328498E-6,289.8505,-209.22336,2)
(-2.6350024E-5,235.44606,-254.13246,2)
(-2.6350024E-5,235.44606,-254.13246,2)
(-7.612689E-6,240.44356,-249.4095,2)
(7.7911864E-7,101.571106,6.1704917,1)
(6.7622744E-7,257.78558,-231.4407,2)
(6.7622744E-7,257.78558,-231.4407,2)
(6.7622744E-7,257.78558,-231.4407,2)
(-4.5593652E-7,101.75573,0.73407936,1)
(-1.485685E-5,248.22595,-236.65291,2)
(1.9900425E-7,110.54781,-2.646017,1)
(-1.485685E-5,248.22595,-236.65291,2)
(3.4430195E-6,214.69003,-267.44885,2)
(-4.686699E-6,259.73456,-223.9613,2)
(-4.686699E-6,259.73456,-223.9613,2)
(2.6452105E-6,113.612305,2.1600618,1)
(1.7327329E-6,232.3966,-254.30144,2)
(1.6700287E-5,257.68433,-228.6398,2)
(1.6700287E-5,257.68433,-228.6398,2)
(3.679952E-7,113.32887,-8.305633,1)
(-2.3288158E-6,230.42703,-256.0874,2)
(-1.5133082E-5,261.38043,-224.40512,2)
(-1.5133082E-5,261.38043,-224.40512,2)
(-4.0202804E-6,113.50428,-9.119683,1)
(-5.4733387E-6,244.94511,-235.33818,2)
(1.2047967E-5,228.71353,-251.14194,2)
(1.2047967E-5,228.71353,-251.14194,2)
(5.8337578E-6,134.46773,-2.0135286,1)
(1.2047967E-5,228.71353,-251.14194,2)
(8.207425E-6,274.62695,-199.90553,2)
(2.3277107E-6,132.43164,-23.39827,1)
(8.207425E-6,274.62695,-199.90553,2)
(8.207425E-6,274.62695,-199.90553,2)
*(-4.3261607E-5,254.91052,-213.28668,2)
*(-3.0627007E-6,225.80507,-29.82548,1)
*(-4.3261607E-5,254.91052,-213.28668,2)
(-1.1845841E-5,251.99635,-216.72185,2)
(-2.8284558E-6,261.15146,-205.59787,2)
(-1.4542056E-5,219.90071,-59.33936,1)
(1.39739495E-5,213.56023,-242.34015,2)
(1.39739495E-5,213.56023,-242.34015,2)
(1.5957776E-5,221.94391,-234.68623,2)
(-5.4256816E-6,228.02953,-228.7778,2)
(9.026571E-6,271.29272,-64.22469,1)
(2.6086855E-6,235.52313,-221.0556,2)
(1.2653072E-5,218.67712,-237.73311,2)
(1.2653072E-5,218.67712,-237.73311,2)
(6.570424E-6,299.65375,-81.44739,1)
(-7.5088606E-6,232.15305,-224.59229,2)
*(-1.5091863E-5,215.39413,-235.79633,2)
*(-1.555328E-5,243.78627,-192.33899,1)
*(-1.5091863E-5,215.39413,-235.79633,2)
(-1.5091863E-5,215.39413,-235.79633,2)
(-1.8032733E-5,238.04968,-212.90118,2)
(-1.8032733E-5,238.04968,-212.90118,2)
(-5.1708344E-6,319.28662,-227.7536,1)
(-1.712353E-5,216.1397,-233.2691,2)
(-1.0069925E-5,205.95915,-242.305,2)
(1.6968897E-7,453.9116,-243.33385,1)
(-1.0069925E-5,205.95915,-242.305,2)
(-7.445924E-6,218.02084,-231.51193,2)
(-2.8905922E-6,219.58186,-230.03183,2)
(1.6469276E-5,220.13918,-229.4986,2)
(3.5695848E-6,180.41077,-259.42874,2)
(-6.336211E-6,422.72113,-294.20047,1)
(-1.305074E-5,215.90883,-230.72641,2)
(-1.305074E-5,215.90883,-230.72641,2)
(1.7287675E-7,217.89967,-228.84718,2)
(-1.0492265E-5,464.4411,-299.46826,1)
(-1.0755612E-5,192.49283,-250.59499,2)
(-1.0755612E-5,192.49283,-250.59499,2)
(-4.7962812E-6,469.93103,-346.62552,1)
(7.732887E-6,199.46013,-249.25644,2)
(2.1042068E-7,177.4389,-265.3838,2)
(2.1042068E-7,177.4389,-265.3838,2)
(1.6927196E-6,515.3932,-274.5075,1)
(1.352746E-6,173.6473,-267.8801,2)
(2.1805461E-5,206.6357,-243.34097,2)
(7.351418E-6,570.8843,-227.79312,1)
(3.7514835E-6,217.47601,-241.42249,2)
(1.530221E-5,200.5263,-255.67526,2)
(1.5913973E-5,185.23878,-266.95923,2)
(1.5913973E-5,185.23878,-266.95923,2)
(-1.9371203E-6,518.90015,-329.45584,1)
(3.852474E-6,208.21045,-249.45749,2)
(-3.1111995E-7,212.35922,-245.93536,2)
(-3.1111995E-7,212.35922,-245.93536,2)
(-2.812012E-6,212.60738,-245.7208,2)
(3.1533574E-7,189.3127,-301.79123,1)
(1.0302301E-7,212.56525,-260.43875,2)
*(1.0302301E-7,212.56525,-260.43875,2)
(-3.9574225E-6,227.91945,-255.98146,1)
(1.4992474E-6,210.87527,-261.80896,2)
(3.126388E-6,221.10466,-253.22914,2)
(-1.5470868E-6,213.81593,-259.41296,2)
(3.5169069E-6,238.46962,-267.68472,2)
(-1.4902784E-6,256.19434,-227.68005,1)
(-2.059387E-6,242.2756,-264.24493,2)
(-7.2257535E-6,242.64096,-263.90942,2)
(-2.076213E-6,210.02725,-185.35805,1)
(-7.2257535E-6,242.64096,-263.90942,2)
(-7.885683E-7,244.27156,-262.40094,2)
(1.4227644E-6,175.59093,-144.65797,1)
(-7.885683E-7,244.27156,-262.40094,2)
(-4.7734648E-6,285.12683,-285.45203,2)
(9.60008E-6,276.5551,-293.76428,2)
(1.5673118E-6,172.67064,-148.1315,1)
(9.60008E-6,276.5551,-293.76428,2)
(-1.6905686E-7,276.45764,-293.85602,2)
(-5.627444E-6,281.79318,-288.74344,2)
(-5.627444E-6,281.79318,-288.74344,2)
(-3.144677E-6,128.41487,-174.35767,1)
(-4.5283377E-5,369.63293,-292.5137,2)
(-6.671907E-6,379.78513,-279.20612,2)
(-6.671907E-6,379.78513,-279.20612,2)
(2.5740544E-6,96.29219,-178.25584,1)
(-2.831075E-5,366.45328,-296.4874,2)
(-8.078787E-6,373.97906,-286.93637,2)
(1.841667E-7,78.565735,-186.74786,1)
(-8.078787E-6,373.97906,-286.93637,2)
(-2.0514126E-5,377.72876,-309.66678,2)
(1.1303928E-5,338.2806,-352.33325,2)
(-1.7987477E-5,364.89035,-324.69604,2)
(-1.6001707E-6,60.933468,-197.76456,1)
(3.3408287E-6,389.76846,-294.3689,2)
(-3.3600372E-5,362.17365,-327.7237,2)
(-2.104564E-6,102.03664,-180.03403,1)
(-3.3600372E-5,362.17365,-327.7237,2)
(3.3935066E-6,394.7211,-349.2474,2)
(-3.997441E-6,75.319824,-195.5257,1)
(2.0458827E-5,404.72058,-337.60898,2)
(2.0458827E-5,404.72058,-337.60898,2)
(2.0458827E-5,404.72058,-337.60898,2)
(-7.712515E-6,430.50797,-304.0418,2)
